layer,expert,rank_sum,action
25,242,104.0,keep
26,251,104.0,keep
28,167,104.0,keep
32,133,104.0,keep
42,226,104.0,keep
42,230,104.0,keep
44,154,104.0,keep
44,222,104.0,keep
46,194,104.0,keep
51,180,104.0,keep
52,129,104.0,keep
52,174,104.0,keep
52,180,104.0,keep
54,139,104.0,keep
54,178,104.0,keep
55,228,104.0,keep
56,0,104.0,keep
58,199,104.0,keep
59,228,104.0,keep
61,188,104.0,keep
2,147,105.0,keep
2,167,105.0,keep
4,224,105.0,keep
6,196,105.0,keep
6,237,105.0,keep
11,247,105.0,keep
15,147,105.0,keep
22,149,105.0,keep
24,245,105.0,keep
32,225,105.0,keep
33,189,105.0,keep
33,227,105.0,keep
36,172,105.0,keep
40,247,105.0,keep
41,168,105.0,keep
42,170,105.0,keep
42,250,105.0,keep
43,249,105.0,keep
45,193,105.0,keep
49,226,105.0,keep
50,150,105.0,keep
53,199,105.0,keep
55,190,105.0,keep
58,239,105.0,keep
60,0,105.0,keep
60,134,105.0,keep
60,246,105.0,keep
61,250,105.0,keep
2,188,106.0,keep
2,245,106.0,keep
3,237,106.0,keep
6,133,106.0,keep
8,176,106.0,keep
9,225,106.0,keep
11,198,106.0,keep
24,130,106.0,keep
24,225,106.0,keep
27,130,106.0,keep
29,224,106.0,keep
35,252,106.0,keep
38,233,106.0,keep
40,190,106.0,keep
41,186,106.0,keep
42,165,106.0,keep
47,240,106.0,keep
48,171,106.0,keep
49,137,106.0,keep
51,148,106.0,keep
56,176,106.0,keep
57,166,106.0,keep
59,145,106.0,keep
59,159,106.0,keep
60,145,106.0,keep
61,246,106.0,keep
2,146,107.0,keep
6,143,107.0,keep
6,166,107.0,keep
8,140,107.0,keep
8,180,107.0,keep
9,150,107.0,keep
15,160,107.0,keep
23,140,107.0,keep
24,152,107.0,keep
25,182,107.0,keep
26,226,107.0,keep
29,165,107.0,keep
31,155,107.0,keep
50,163,107.0,keep
55,160,107.0,keep
58,228,107.0,keep
61,147,107.0,keep
61,155,107.0,keep
6,235,108.0,keep
9,174,108.0,keep
9,177,108.0,keep
13,230,108.0,keep
13,245,108.0,keep
17,184,108.0,keep
17,196,108.0,keep
18,183,108.0,keep
19,161,108.0,keep
20,224,108.0,keep
28,252,108.0,keep
32,188,108.0,keep
34,199,108.0,keep
35,193,108.0,keep
42,196,108.0,keep
43,136,108.0,keep
45,133,108.0,keep
51,149,108.0,keep
55,156,108.0,keep
57,184,108.0,keep
61,177,108.0,keep
0,197,109.0,keep
1,199,109.0,keep
3,253,109.0,keep
11,142,109.0,keep
12,163,109.0,keep
14,136,109.0,keep
14,150,109.0,keep
17,192,109.0,keep
19,229,109.0,keep
26,201,109.0,keep
29,177,109.0,keep
30,233,109.0,keep
32,142,109.0,keep
34,181,109.0,keep
35,241,109.0,keep
36,129,109.0,keep
37,158,109.0,keep
39,142,109.0,keep
40,226,109.0,keep
41,196,109.0,keep
44,190,109.0,keep
47,175,109.0,keep
48,247,109.0,keep
49,204,109.0,keep
50,149,109.0,keep
51,186,109.0,keep
51,244,109.0,keep
53,192,109.0,keep
54,194,109.0,keep
56,253,109.0,keep
1,139,110.0,keep
2,253,110.0,keep
12,170,110.0,keep
14,180,110.0,keep
15,129,110.0,keep
19,195,110.0,keep
19,233,110.0,keep
24,187,110.0,keep
29,140,110.0,keep
31,187,110.0,keep
34,247,110.0,keep
37,238,110.0,keep
41,143,110.0,keep
48,202,110.0,keep
50,205,110.0,keep
57,169,110.0,keep
58,192,110.0,keep
59,193,110.0,keep
61,229,110.0,keep
4,172,111.0,keep
4,202,111.0,keep
10,245,111.0,keep
13,163,111.0,keep
14,227,111.0,keep
22,0,111.0,keep
23,253,111.0,keep
25,228,111.0,keep
26,239,111.0,keep
39,233,111.0,keep
46,138,111.0,keep
46,141,111.0,keep
50,238,111.0,keep
52,157,111.0,keep
54,180,111.0,keep
56,204,111.0,keep
57,190,111.0,keep
60,230,111.0,keep
0,249,112.0,keep
2,200,112.0,keep
3,142,112.0,keep
3,227,112.0,keep
7,174,112.0,keep
8,224,112.0,keep
8,249,112.0,keep
13,145,112.0,keep
13,198,112.0,keep
17,234,112.0,keep
20,222,112.0,keep
25,204,112.0,keep
27,228,112.0,keep
28,135,112.0,keep
29,149,112.0,keep
31,175,112.0,keep
32,151,112.0,keep
32,237,112.0,keep
37,144,112.0,keep
37,183,112.0,keep
39,166,112.0,keep
41,225,112.0,keep
43,205,112.0,keep
48,159,112.0,keep
50,198,112.0,keep
50,226,112.0,keep
55,169,112.0,keep
55,253,112.0,keep
57,175,112.0,keep
59,199,112.0,keep
3,158,113.0,keep
3,190,113.0,keep
6,206,113.0,keep
10,198,113.0,keep
13,222,113.0,keep
14,151,113.0,keep
15,175,113.0,keep
15,205,113.0,keep
16,248,113.0,keep
22,175,113.0,keep
22,237,113.0,keep
23,166,113.0,keep
26,193,113.0,keep
31,165,113.0,keep
35,154,113.0,keep
35,172,113.0,keep
36,190,113.0,keep
38,181,113.0,keep
43,142,113.0,keep
45,226,113.0,keep
48,188,113.0,keep
49,222,113.0,keep
51,135,113.0,keep
53,232,113.0,keep
54,163,113.0,keep
56,195,113.0,keep
57,171,113.0,keep
0,135,114.0,keep
5,186,114.0,keep
7,194,114.0,keep
9,193,114.0,keep
14,233,114.0,keep
25,240,114.0,keep
26,154,114.0,keep
27,250,114.0,keep
30,226,114.0,keep
30,229,114.0,keep
33,187,114.0,keep
35,168,114.0,keep
38,198,114.0,keep
39,245,114.0,keep
42,168,114.0,keep
44,245,114.0,keep
48,169,114.0,keep
52,159,114.0,keep
52,199,114.0,keep
54,144,114.0,keep
55,250,114.0,keep
61,141,114.0,keep
1,242,115.0,keep
10,0,115.0,keep
10,234,115.0,keep
14,154,115.0,keep
15,172,115.0,keep
15,189,115.0,keep
17,149,115.0,keep
18,135,115.0,keep
18,229,115.0,keep
22,180,115.0,keep
22,253,115.0,keep
23,173,115.0,keep
23,244,115.0,keep
24,0,115.0,keep
25,0,115.0,keep
26,130,115.0,keep
28,206,115.0,keep
33,149,115.0,keep
38,200,115.0,keep
40,140,115.0,keep
40,178,115.0,keep
42,235,115.0,keep
44,180,115.0,keep
44,182,115.0,keep
45,190,115.0,keep
45,192,115.0,keep
49,186,115.0,keep
53,233,115.0,keep
57,139,115.0,keep
57,206,115.0,keep
59,245,115.0,keep
0,241,116.0,keep
3,177,116.0,keep
6,157,116.0,keep
9,163,116.0,keep
11,226,116.0,keep
13,0,116.0,keep
14,197,116.0,keep
19,196,116.0,keep
23,232,116.0,keep
24,164,116.0,keep
24,185,116.0,keep
26,231,116.0,keep
30,151,116.0,keep
31,163,116.0,keep
35,144,116.0,keep
39,222,116.0,keep
40,186,116.0,keep
49,233,116.0,keep
52,191,116.0,keep
52,233,116.0,keep
53,211,116.0,keep
54,250,116.0,keep
57,164,116.0,keep
57,191,116.0,keep
58,156,116.0,keep
0,148,117.0,keep
1,159,117.0,keep
10,182,117.0,keep
11,147,117.0,keep
16,172,117.0,keep
16,227,117.0,keep
17,243,117.0,keep
19,130,117.0,keep
21,137,117.0,keep
25,176,117.0,keep
25,211,117.0,keep
26,137,117.0,keep
28,199,117.0,keep
34,171,117.0,keep
36,171,117.0,keep
36,226,117.0,keep
40,194,117.0,keep
44,147,117.0,keep
46,232,117.0,keep
47,239,117.0,keep
51,171,117.0,keep
52,168,117.0,keep
52,173,117.0,keep
57,183,117.0,keep
57,204,117.0,keep
6,140,118.0,keep
7,196,118.0,keep
8,144,118.0,keep
13,139,118.0,keep
13,252,118.0,keep
17,198,118.0,keep
17,231,118.0,keep
20,133,118.0,keep
22,207,118.0,keep
26,249,118.0,keep
30,202,118.0,keep
31,180,118.0,keep
32,137,118.0,keep
40,238,118.0,keep
43,139,118.0,keep
48,139,118.0,keep
48,240,118.0,keep
50,193,118.0,keep
52,152,118.0,keep
52,195,118.0,keep
52,230,118.0,keep
52,247,118.0,keep
53,226,118.0,keep
54,204,118.0,keep
4,160,119.0,keep
6,153,119.0,keep
6,168,119.0,keep
9,192,119.0,keep
14,226,119.0,keep
16,186,119.0,keep
16,226,119.0,keep
19,144,119.0,keep
20,183,119.0,keep
21,252,119.0,keep
22,176,119.0,keep
22,191,119.0,keep
22,212,119.0,keep
27,149,119.0,keep
30,145,119.0,keep
30,150,119.0,keep
30,250,119.0,keep
31,244,119.0,keep
32,204,119.0,keep
41,189,119.0,keep
43,196,119.0,keep
45,175,119.0,keep
46,223,119.0,keep
49,183,119.0,keep
54,191,119.0,keep
54,240,119.0,keep
58,249,119.0,keep
59,149,119.0,keep
1,202,120.0,keep
2,158,120.0,keep
4,199,120.0,keep
5,247,120.0,keep
9,249,120.0,keep
15,192,120.0,keep
16,223,120.0,keep
20,190,120.0,keep
21,158,120.0,keep
22,129,120.0,keep
25,151,120.0,keep
25,180,120.0,keep
25,210,120.0,keep
27,179,120.0,keep
28,162,120.0,keep
30,135,120.0,keep
34,224,120.0,keep
34,240,120.0,keep
35,198,120.0,keep
38,175,120.0,keep
46,193,120.0,keep
47,236,120.0,keep
58,196,120.0,keep
59,166,120.0,keep
59,180,120.0,keep
61,139,120.0,keep
61,148,120.0,keep
0,173,121.0,keep
5,153,121.0,keep
5,246,121.0,keep
9,135,121.0,keep
13,190,121.0,keep
15,244,121.0,keep
20,215,121.0,keep
21,172,121.0,keep
21,177,121.0,keep
23,228,121.0,keep
27,223,121.0,keep
29,201,121.0,keep
31,166,121.0,keep
35,248,121.0,keep
38,150,121.0,keep
38,169,121.0,keep
39,249,121.0,keep
42,253,121.0,keep
44,175,121.0,keep
46,245,121.0,keep
54,150,121.0,keep
54,202,121.0,keep
55,232,121.0,keep
56,175,121.0,keep
56,186,121.0,keep
60,188,121.0,keep
61,181,121.0,keep
2,223,122.0,keep
5,164,122.0,keep
6,222,122.0,keep
9,129,122.0,keep
9,179,122.0,keep
14,163,122.0,keep
14,169,122.0,keep
15,241,122.0,keep
16,235,122.0,keep
18,245,122.0,keep
18,247,122.0,keep
19,207,122.0,keep
22,194,122.0,keep
24,177,122.0,keep
25,232,122.0,keep
30,245,122.0,keep
31,143,122.0,keep
33,200,122.0,keep
36,193,122.0,keep
38,209,122.0,keep
40,232,122.0,keep
41,144,122.0,keep
41,227,122.0,keep
42,171,122.0,keep
51,160,122.0,keep
53,188,122.0,keep
54,173,122.0,keep
55,215,122.0,keep
57,202,122.0,keep
59,133,122.0,keep
59,226,122.0,keep
61,230,122.0,keep
1,145,123.0,keep
3,144,123.0,keep
5,191,123.0,keep
7,227,123.0,keep
10,141,123.0,keep
11,193,123.0,keep
13,166,123.0,keep
17,186,123.0,keep
17,222,123.0,keep
18,225,123.0,keep
18,238,123.0,keep
21,206,123.0,keep
21,210,123.0,keep
22,133,123.0,keep
24,223,123.0,keep
24,253,123.0,keep
25,167,123.0,keep
26,146,123.0,keep
29,240,123.0,keep
31,177,123.0,keep
34,174,123.0,keep
35,137,123.0,keep
38,224,123.0,keep
40,245,123.0,keep
47,134,123.0,keep
47,253,123.0,keep
49,213,123.0,keep
53,140,123.0,keep
56,243,123.0,keep
58,130,123.0,keep
60,164,123.0,keep
3,135,124.0,keep
3,147,124.0,keep
6,134,124.0,keep
7,183,124.0,keep
7,224,124.0,keep
7,243,124.0,keep
12,150,124.0,keep
14,175,124.0,keep
14,237,124.0,keep
16,197,124.0,keep
17,210,124.0,keep
19,157,124.0,keep
23,176,124.0,keep
26,177,124.0,keep
26,182,124.0,keep
26,199,124.0,keep
26,241,124.0,keep
28,134,124.0,keep
29,253,124.0,keep
30,156,124.0,keep
31,214,124.0,keep
34,175,124.0,keep
35,135,124.0,keep
35,145,124.0,keep
36,140,124.0,keep
36,157,124.0,keep
37,215,124.0,keep
38,238,124.0,keep
40,158,124.0,keep
40,206,124.0,keep
42,159,124.0,keep
49,176,124.0,keep
54,186,124.0,keep
54,206,124.0,keep
61,212,124.0,keep
0,190,125.0,keep
1,142,125.0,keep
5,148,125.0,keep
8,168,125.0,keep
9,146,125.0,keep
10,226,125.0,keep
11,209,125.0,keep
14,239,125.0,keep
16,130,125.0,keep
17,147,125.0,keep
17,175,125.0,keep
20,180,125.0,keep
21,250,125.0,keep
25,148,125.0,keep
28,142,125.0,keep
29,194,125.0,keep
30,235,125.0,keep
31,153,125.0,keep
31,248,125.0,keep
32,212,125.0,keep
34,249,125.0,keep
38,165,125.0,keep
38,166,125.0,keep
38,205,125.0,keep
39,134,125.0,keep
41,0,125.0,keep
41,242,125.0,keep
46,165,125.0,keep
47,197,125.0,keep
56,217,125.0,keep
56,224,125.0,keep
57,159,125.0,keep
57,203,125.0,keep
59,246,125.0,keep
0,134,126.0,keep
2,246,126.0,keep
3,139,126.0,keep
6,213,126.0,keep
8,161,126.0,keep
9,246,126.0,keep
10,253,126.0,keep
12,175,126.0,keep
13,250,126.0,keep
18,171,126.0,keep
19,171,126.0,keep
19,209,126.0,keep
23,186,126.0,keep
24,229,126.0,keep
24,246,126.0,keep
25,221,126.0,keep
25,246,126.0,keep
30,177,126.0,keep
33,136,126.0,keep
33,229,126.0,keep
35,245,126.0,keep
36,182,126.0,keep
37,194,126.0,keep
41,245,126.0,keep
44,218,126.0,keep
45,142,126.0,keep
50,214,126.0,keep
54,148,126.0,keep
54,162,126.0,keep
54,201,126.0,keep
55,180,126.0,keep
57,245,126.0,keep
60,176,126.0,keep
3,184,127.0,keep
3,205,127.0,keep
6,249,127.0,keep
14,202,127.0,keep
15,142,127.0,keep
17,172,127.0,keep
18,178,127.0,keep
21,244,127.0,keep
22,198,127.0,keep
23,139,127.0,keep
24,146,127.0,keep
24,192,127.0,keep
27,202,127.0,keep
28,133,127.0,keep
30,215,127.0,keep
32,180,127.0,keep
32,248,127.0,keep
34,222,127.0,keep
40,220,127.0,keep
42,139,127.0,keep
49,234,127.0,keep
54,246,127.0,keep
54,248,127.0,keep
55,234,127.0,keep
56,203,127.0,keep
59,169,127.0,keep
59,189,127.0,keep
61,202,127.0,keep
2,157,128.0,keep
5,179,128.0,keep
7,217,128.0,keep
9,196,128.0,keep
13,188,128.0,keep
13,204,128.0,keep
14,196,128.0,keep
16,138,128.0,keep
16,220,128.0,keep
18,197,128.0,keep
18,248,128.0,keep
19,166,128.0,keep
20,240,128.0,keep
22,142,128.0,keep
23,180,128.0,keep
25,163,128.0,keep
26,157,128.0,keep
30,221,128.0,keep
30,247,128.0,keep
34,155,128.0,keep
34,196,128.0,keep
34,226,128.0,keep
35,177,128.0,keep
37,253,128.0,keep
42,129,128.0,keep
44,206,128.0,keep
46,238,128.0,keep
48,228,128.0,keep
49,178,128.0,keep
49,217,128.0,keep
50,208,128.0,keep
51,247,128.0,keep
56,192,128.0,keep
58,161,128.0,keep
58,202,128.0,keep
58,222,128.0,keep
59,141,128.0,keep
59,186,128.0,keep
60,183,128.0,keep
60,191,128.0,keep
61,162,128.0,keep
3,157,129.0,keep
3,197,129.0,keep
4,135,129.0,keep
5,130,129.0,keep
8,154,129.0,keep
9,203,129.0,keep
14,149,129.0,keep
15,144,129.0,keep
18,0,129.0,keep
18,137,129.0,keep
21,188,129.0,keep
21,208,129.0,keep
23,0,129.0,keep
23,195,129.0,keep
23,204,129.0,keep
23,231,129.0,keep
23,243,129.0,keep
25,132,129.0,keep
28,189,129.0,keep
31,160,129.0,keep
36,245,129.0,keep
37,150,129.0,keep
39,216,129.0,keep
41,147,129.0,keep
46,130,129.0,keep
48,166,129.0,keep
48,217,129.0,keep
49,156,129.0,keep
49,228,129.0,keep
51,138,129.0,keep
55,182,129.0,keep
56,129,129.0,keep
59,137,129.0,keep
4,229,130.0,keep
6,155,130.0,keep
10,126,130.0,keep
11,157,130.0,keep
13,184,130.0,keep
19,137,130.0,keep
25,188,130.0,keep
27,136,130.0,keep
32,145,130.0,keep
33,135,130.0,keep
33,201,130.0,keep
36,154,130.0,keep
37,131,130.0,keep
38,136,130.0,keep
38,247,130.0,keep
39,155,130.0,keep
40,142,130.0,keep
41,163,130.0,keep
41,197,130.0,keep
42,144,130.0,keep
42,202,130.0,keep
44,216,130.0,keep
47,157,130.0,keep
48,143,130.0,keep
52,224,130.0,keep
53,128,130.0,keep
53,217,130.0,keep
54,149,130.0,keep
55,166,130.0,keep
58,141,130.0,keep
60,159,130.0,keep
61,154,130.0,keep
61,252,130.0,keep
2,135,131.0,keep
3,250,131.0,keep
4,134,131.0,keep
7,215,131.0,keep
10,225,131.0,keep
11,201,131.0,keep
13,153,131.0,keep
13,203,131.0,keep
16,148,131.0,keep
18,152,131.0,keep
20,142,131.0,keep
21,167,131.0,keep
22,128,131.0,keep
25,152,131.0,keep
26,0,131.0,keep
26,147,131.0,keep
30,199,131.0,keep
31,212,131.0,keep
32,163,131.0,keep
36,250,131.0,keep
36,251,131.0,keep
39,237,131.0,keep
40,228,131.0,keep
42,241,131.0,keep
43,147,131.0,keep
52,149,131.0,keep
52,219,131.0,keep
52,235,131.0,keep
57,220,131.0,keep
61,216,131.0,keep
0,177,132.0,keep
0,203,132.0,keep
1,151,132.0,keep
3,174,132.0,keep
3,179,132.0,keep
5,141,132.0,keep
6,245,132.0,keep
12,174,132.0,keep
15,134,132.0,keep
15,164,132.0,keep
16,181,132.0,keep
16,195,132.0,keep
17,253,132.0,keep
20,169,132.0,keep
21,232,132.0,keep
22,199,132.0,keep
25,128,132.0,keep
25,172,132.0,keep
30,160,132.0,keep
31,236,132.0,keep
33,160,132.0,keep
36,180,132.0,keep
37,143,132.0,keep
39,169,132.0,keep
40,237,132.0,keep
41,170,132.0,keep
41,180,132.0,keep
46,221,132.0,keep
47,233,132.0,keep
48,207,132.0,keep
49,232,132.0,keep
49,240,132.0,keep
52,210,132.0,keep
59,146,132.0,keep
8,157,133.0,keep
8,245,133.0,keep
9,224,133.0,keep
10,235,133.0,keep
13,241,133.0,keep
19,183,133.0,keep
20,135,133.0,keep
22,152,133.0,keep
24,171,133.0,keep
28,163,133.0,keep
28,211,133.0,keep
30,136,133.0,keep
31,168,133.0,keep
32,231,133.0,keep
35,149,133.0,keep
36,179,133.0,keep
36,194,133.0,keep
37,237,133.0,keep
41,247,133.0,keep
42,128,133.0,keep
47,230,133.0,keep
49,164,133.0,keep
52,167,133.0,keep
53,198,133.0,keep
54,198,133.0,keep
58,175,133.0,keep
59,201,133.0,keep
59,221,133.0,keep
1,204,134.0,keep
3,160,134.0,keep
4,178,134.0,keep
5,160,134.0,keep
5,208,134.0,keep
6,176,134.0,keep
7,169,134.0,keep
11,232,134.0,keep
14,162,134.0,keep
19,250,134.0,keep
22,177,134.0,keep
23,159,134.0,keep
23,185,134.0,keep
27,128,134.0,keep
29,151,134.0,keep
29,152,134.0,keep
29,187,134.0,keep
29,246,134.0,keep
30,180,134.0,keep
31,232,134.0,keep
37,233,134.0,keep
38,144,134.0,keep
43,220,134.0,keep
44,131,134.0,keep
44,144,134.0,keep
48,35,134.0,keep
48,219,134.0,keep
50,152,134.0,keep
55,143,134.0,keep
55,177,134.0,keep
56,155,134.0,keep
59,150,134.0,keep
5,154,135.0,keep
5,155,135.0,keep
7,138,135.0,keep
8,209,135.0,keep
9,199,135.0,keep
9,212,135.0,keep
10,135,135.0,keep
11,248,135.0,keep
12,211,135.0,keep
13,132,135.0,keep
14,223,135.0,keep
16,191,135.0,keep
16,202,135.0,keep
18,207,135.0,keep
20,0,135.0,keep
21,159,135.0,keep
25,239,135.0,keep
27,177,135.0,keep
30,220,135.0,keep
30,241,135.0,keep
31,249,135.0,keep
35,36,135.0,keep
41,159,135.0,keep
47,185,135.0,keep
48,252,135.0,keep
49,150,135.0,keep
50,173,135.0,keep
51,181,135.0,keep
51,205,135.0,keep
53,169,135.0,keep
54,166,135.0,keep
55,252,135.0,keep
56,184,135.0,keep
56,212,135.0,keep
56,234,135.0,keep
58,174,135.0,keep
0,201,136.0,keep
1,127,136.0,keep
1,205,136.0,keep
5,132,136.0,keep
5,223,136.0,keep
7,128,136.0,keep
8,134,136.0,keep
13,214,136.0,keep
13,228,136.0,keep
17,151,136.0,keep
18,145,136.0,keep
19,241,136.0,keep
21,195,136.0,keep
21,212,136.0,keep
24,207,136.0,keep
28,130,136.0,keep
30,159,136.0,keep
32,126,136.0,keep
34,151,136.0,keep
35,197,136.0,keep
39,197,136.0,keep
43,145,136.0,keep
43,239,136.0,keep
44,202,136.0,keep
46,140,136.0,keep
46,162,136.0,keep
46,218,136.0,keep
48,229,136.0,keep
50,145,136.0,keep
50,164,136.0,keep
50,211,136.0,keep
51,133,136.0,keep
52,136,136.0,keep
53,172,136.0,keep
56,215,136.0,keep
57,143,136.0,keep
58,142,136.0,keep
58,188,136.0,keep
59,175,136.0,keep
60,35,136.0,keep
1,143,137.0,keep
1,226,137.0,keep
5,231,137.0,keep
12,204,137.0,keep
13,244,137.0,keep
14,246,137.0,keep
17,227,137.0,keep
21,209,137.0,keep
22,247,137.0,keep
23,218,137.0,keep
24,178,137.0,keep
28,253,137.0,keep
29,236,137.0,keep
30,209,137.0,keep
31,225,137.0,keep
33,228,137.0,keep
38,253,137.0,keep
41,232,137.0,keep
42,147,137.0,keep
43,164,137.0,keep
43,182,137.0,keep
44,243,137.0,keep
47,202,137.0,keep
53,137,137.0,keep
54,221,137.0,keep
56,131,137.0,keep
57,34,137.0,keep
57,150,137.0,keep
57,230,137.0,keep
58,237,137.0,keep
60,213,137.0,keep
61,129,137.0,keep
1,176,138.0,keep
1,192,138.0,keep
5,240,138.0,keep
8,195,138.0,keep
11,218,138.0,keep
15,221,138.0,keep
17,162,138.0,keep
19,40,138.0,keep
22,178,138.0,keep
23,242,138.0,keep
30,133,138.0,keep
31,216,138.0,keep
32,216,138.0,keep
38,183,138.0,keep
40,161,138.0,keep
44,137,138.0,keep
44,212,138.0,keep
49,38,138.0,keep
50,216,138.0,keep
53,206,138.0,keep
54,175,138.0,keep
55,251,138.0,keep
57,147,138.0,keep
58,233,138.0,keep
61,38,138.0,keep
61,161,138.0,keep
61,198,138.0,keep
4,214,139.0,keep
6,250,139.0,keep
8,231,139.0,keep
9,200,139.0,keep
11,214,139.0,keep
12,142,139.0,keep
13,133,139.0,keep
13,152,139.0,keep
14,182,139.0,keep
14,213,139.0,keep
14,253,139.0,keep
17,178,139.0,keep
17,194,139.0,keep
17,235,139.0,keep
18,174,139.0,keep
19,187,139.0,keep
20,241,139.0,keep
21,202,139.0,keep
24,189,139.0,keep
25,143,139.0,keep
29,148,139.0,keep
32,167,139.0,keep
32,187,139.0,keep
33,253,139.0,keep
37,195,139.0,keep
39,218,139.0,keep
40,139,139.0,keep
40,176,139.0,keep
44,231,139.0,keep
45,40,139.0,keep
46,214,139.0,keep
49,130,139.0,keep
51,162,139.0,keep
51,217,139.0,keep
56,193,139.0,keep
56,201,139.0,keep
2,34,140.0,keep
2,179,140.0,keep
4,164,140.0,keep
7,193,140.0,keep
7,249,140.0,keep
8,187,140.0,keep
12,193,140.0,keep
13,243,140.0,keep
14,232,140.0,keep
15,151,140.0,keep
15,194,140.0,keep
16,162,140.0,keep
18,181,140.0,keep
19,36,140.0,keep
21,219,140.0,keep
22,155,140.0,keep
22,186,140.0,keep
25,187,140.0,keep
26,237,140.0,keep
33,178,140.0,keep
33,250,140.0,keep
35,129,140.0,keep
35,194,140.0,keep
35,238,140.0,keep
36,189,140.0,keep
37,159,140.0,keep
38,167,140.0,keep
38,197,140.0,keep
40,248,140.0,keep
41,192,140.0,keep
41,214,140.0,keep
44,188,140.0,keep
50,181,140.0,keep
51,206,140.0,keep
57,253,140.0,keep
58,209,140.0,keep
58,232,140.0,keep
60,151,140.0,keep
61,153,140.0,keep
61,203,140.0,keep
4,126,141.0,keep
4,142,141.0,keep
5,181,141.0,keep
6,130,141.0,keep
7,38,141.0,keep
7,167,141.0,keep
7,185,141.0,keep
7,225,141.0,keep
10,156,141.0,keep
12,160,141.0,keep
14,131,141.0,keep
14,214,141.0,keep
14,230,141.0,keep
15,128,141.0,keep
17,126,141.0,keep
17,168,141.0,keep
17,206,141.0,keep
29,175,141.0,keep
29,223,141.0,keep
36,199,141.0,keep
38,135,141.0,keep
40,227,141.0,keep
41,162,141.0,keep
44,163,141.0,keep
44,224,141.0,keep
44,230,141.0,keep
46,185,141.0,keep
46,241,141.0,keep
48,126,141.0,keep
49,253,141.0,keep
54,193,141.0,keep
55,179,141.0,keep
56,130,141.0,keep
56,170,141.0,keep
56,188,141.0,keep
56,213,141.0,keep
58,246,141.0,keep
60,173,141.0,keep
61,150,141.0,keep
1,221,142.0,keep
1,223,142.0,keep
2,131,142.0,keep
4,41,142.0,keep
5,178,142.0,keep
6,35,142.0,keep
6,230,142.0,keep
7,143,142.0,keep
8,136,142.0,keep
9,164,142.0,keep
10,204,142.0,keep
11,35,142.0,keep
11,149,142.0,keep
11,253,142.0,keep
13,156,142.0,keep
17,215,142.0,keep
27,227,142.0,keep
28,165,142.0,keep
29,178,142.0,keep
29,247,142.0,keep
32,222,142.0,keep
35,128,142.0,keep
35,213,142.0,keep
36,204,142.0,keep
39,170,142.0,keep
41,133,142.0,keep
42,143,142.0,keep
42,192,142.0,keep
49,201,142.0,keep
50,154,142.0,keep
50,235,142.0,keep
51,35,142.0,keep
52,228,142.0,keep
53,228,142.0,keep
55,187,142.0,keep
58,35,142.0,keep
59,217,142.0,keep
3,45,143.0,keep
4,213,143.0,keep
6,212,143.0,keep
8,175,143.0,keep
8,252,143.0,keep
9,242,143.0,keep
12,145,143.0,keep
12,201,143.0,keep
13,171,143.0,keep
13,185,143.0,keep
14,158,143.0,keep
15,157,143.0,keep
18,162,143.0,keep
20,253,143.0,keep
22,204,143.0,keep
26,186,143.0,keep
27,152,143.0,keep
34,219,143.0,keep
34,228,143.0,keep
34,237,143.0,keep
35,184,143.0,keep
36,36,143.0,keep
38,177,143.0,keep
40,45,143.0,keep
42,184,143.0,keep
47,130,143.0,keep
48,224,143.0,keep
